#Variables:
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp45(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_rcp45(K)
2006-01-01,288.547180
2006-01-02,286.956299
2006-01-03,284.902618
2006-01-04,287.857208
2006-01-05,286.567322
2006-01-06,284.421478
2006-01-07,285.362549
2006-01-08,288.343384
2006-01-09,292.032532
2006-01-10,296.467590
2006-01-11,297.948273
2006-01-12,294.184814
2006-01-13,293.942139
2006-01-14,290.601105
2006-01-15,282.110748
2006-01-16,281.714386
2006-01-17,281.293243
2006-01-18,280.774933
2006-01-19,287.083160
2006-01-20,290.451172
2006-01-21,289.988342
2006-01-22,288.513855
2006-01-23,293.969025
2006-01-24,296.142059
2006-01-25,294.908813
2006-01-26,292.955200
2006-01-27,293.919037
2006-01-28,295.317841
2006-01-29,296.629181
2006-01-30,298.351898
2006-01-31,296.209320
2006-02-01,291.605316
2006-02-02,287.245819
2006-02-03,287.401489
2006-02-04,288.017853
2006-02-05,288.778564
2006-02-06,293.030975
2006-02-07,290.268951
2006-02-08,286.324493
2006-02-09,283.407776
2006-02-10,282.571991
2006-02-11,281.441162
2006-02-12,282.863403
2006-02-13,284.481018
2006-02-14,293.565216
2006-02-15,292.554047
2006-02-16,290.597351
2006-02-17,293.951660
2006-02-18,291.368011
2006-02-19,291.196075
2006-02-20,290.423706
2006-02-21,295.193085
2006-02-22,299.053314
2006-02-23,301.128143
2006-02-24,302.833862
2006-02-25,301.645996
2006-02-26,299.952332
2006-02-27,297.235809
2006-02-28,294.455475
2006-03-01,293.981140
2006-03-02,288.182373
2006-03-03,294.699524
2006-03-04,296.197937
2006-03-05,292.961609
2006-03-06,293.254700
2006-03-07,293.972534
2006-03-08,287.870087
2006-03-09,283.533356
2006-03-10,284.882050
2006-03-11,287.597290
2006-03-12,290.928558
2006-03-13,291.493073
2006-03-14,292.487213
2006-03-15,299.895294
2006-03-16,300.774902
2006-03-17,299.967896
2006-03-18,300.536652
2006-03-19,299.618347
2006-03-20,300.001923
2006-03-21,301.314697
2006-03-22,303.940216
2006-03-23,303.444672
2006-03-24,296.179108
2006-03-25,299.323822
2006-03-26,301.761932
2006-03-27,301.355011
2006-03-28,303.408356
2006-03-29,304.247589
2006-03-30,304.075653
2006-03-31,304.151428
2006-04-01,301.704437
2006-04-02,299.746338
2006-04-03,302.407043
2006-04-04,302.320709
2006-04-05,291.861389
2006-04-06,292.813232
2006-04-07,297.120789
2006-04-08,297.288788
2006-04-09,299.637970
2006-04-10,301.171936
2006-04-11,303.432526
2006-04-12,303.199036
2006-04-13,298.838959
2006-04-14,292.992432
2006-04-15,300.591980
2006-04-16,300.943726
2006-04-17,301.669617
2006-04-18,304.648468
2006-04-19,305.642548
2006-04-20,307.559906
2006-04-21,306.786255
2006-04-22,304.669373
2006-04-23,301.779449
2006-04-24,294.340363
2006-04-25,298.511292
2006-04-26,300.946106
2006-04-27,302.512848
2006-04-28,306.846771
2006-04-29,306.195374
2006-04-30,302.349701
2006-05-01,296.750702
2006-05-02,305.597809
2006-05-03,306.934875
2006-05-04,306.684174
2006-05-05,306.115051
2006-05-06,307.699310
2006-05-07,307.729065
2006-05-08,309.068848
2006-05-09,308.458893
2006-05-10,308.542084
2006-05-11,311.616577
2006-05-12,311.580658
2006-05-13,310.804016
2006-05-14,309.313507
2006-05-15,309.254700
2006-05-16,306.594360
2006-05-17,306.151703
2006-05-18,308.661011
2006-05-19,308.178864
2006-05-20,307.462250
2006-05-21,306.459137
2006-05-22,309.546478
2006-05-23,309.413147
2006-05-24,309.949249
2006-05-25,309.485565
2006-05-26,306.241577
2006-05-27,302.703796
2006-05-28,306.326172
2006-05-29,309.540985
2006-05-30,309.492615
2006-05-31,308.972534
2006-06-01,307.656281
2006-06-02,306.020752
2006-06-03,305.675354
2006-06-04,304.081818
2006-06-05,302.198853
2006-06-06,303.247803
2006-06-07,303.460419
2006-06-08,304.288452
2006-06-09,306.642242
2006-06-10,308.996155
2006-06-11,305.526581
2006-06-12,308.121307
2006-06-13,311.033752
2006-06-14,309.355438
2006-06-15,307.131714
2006-06-16,306.552551
2006-06-17,306.470245
2006-06-18,307.265808
2006-06-19,307.688232
2006-06-20,308.677887
2006-06-21,308.219635
2006-06-22,307.201752
2006-06-23,306.190857
2006-06-24,306.189850
2006-06-25,303.948120
2006-06-26,305.400208
2006-06-27,306.004883
2006-06-28,306.430084
2006-06-29,307.030029
2006-06-30,307.932129
2006-07-01,308.412384
2006-07-02,307.976166
2006-07-03,305.941284
2006-07-04,304.380707
2006-07-05,305.483215
2006-07-06,305.951569
2006-07-07,306.883270
2006-07-08,307.084015
2006-07-09,306.356476
2006-07-10,305.605225
2006-07-11,304.250580
2006-07-12,304.700775
2006-07-13,298.166138
2006-07-14,300.164398
2006-07-15,301.616699
2006-07-16,304.750244
2006-07-17,306.170929
2006-07-18,307.648895
2006-07-19,308.052399
2006-07-20,308.042542
2006-07-21,309.676636
2006-07-22,310.990326
2006-07-23,310.724579
2006-07-24,307.521271
2006-07-25,306.216827
2006-07-26,305.077484
2006-07-27,306.981689
2006-07-28,310.492096
2006-07-29,310.658752
2006-07-30,311.161896
2006-07-31,310.221649
2006-08-01,309.108063
2006-08-02,308.321411
2006-08-03,307.084290
2006-08-04,307.951874
2006-08-05,307.674561
2006-08-06,306.329041
2006-08-07,304.451660
2006-08-08,305.362549
2006-08-09,305.840332
2006-08-10,307.877960
2006-08-11,308.935913
2006-08-12,309.043396
2006-08-13,308.078827
2006-08-14,308.094727
2006-08-15,307.466705
2006-08-16,306.435974
2006-08-17,305.389984
2006-08-18,304.395844
2006-08-19,303.203979
2006-08-20,302.436951
2006-08-21,302.688690
2006-08-22,305.582733
2006-08-23,305.916748
2006-08-24,305.227509
2006-08-25,303.539764
2006-08-26,303.549774
2006-08-27,305.724670
2006-08-28,306.658752
2006-08-29,305.716095
2006-08-30,304.928864
2006-08-31,303.904724
2006-09-01,302.378357
2006-09-02,304.587616
2006-09-03,304.663696
2006-09-04,305.194855
2006-09-05,306.167328
2006-09-06,306.466400
2006-09-07,305.834717
2006-09-08,306.320770
2006-09-09,306.683838
2006-09-10,306.383698
2006-09-11,306.787415
2006-09-12,306.203705
2006-09-13,303.944672
2006-09-14,303.245941
2006-09-15,302.123505
2006-09-16,303.359711
2006-09-17,306.556335
2006-09-18,306.987732
2006-09-19,308.870209
2006-09-20,310.154938
2006-09-21,309.666870
2006-09-22,306.560211
2006-09-23,302.483704
2006-09-24,299.649689
2006-09-25,303.709290
2006-09-26,304.448853
2006-09-27,302.607758
2006-09-28,297.160004
